"","host","virus","presence","suitability"
"870","Desmodus rotundus","Betacoronavirus",0,1.02004954485773e+42
"147","Eonycteris spelaea","Betacoronavirus",1,5.68716748443382e+30
"164","Micropteropus pusillus","Betacoronavirus",1,2.15426315959856e+30
"979","Phyllostomus hastatus","Betacoronavirus",0,2.18439940245617e+28
"146","Eidolon helvum","Betacoronavirus",1,3.27850730123918e+25
"1021","Uroderma bilobatum","Betacoronavirus",0,1.81835967628721e+25
"978","Phyllostomus discolor","Betacoronavirus",0,88140677168762000
"904","Hypsignathus monstrosus","Betacoronavirus",0,2942984905787598
"932","Molossus rufus","Betacoronavirus",0,2370159055503.46
"993","Pteropus poliocephalus","Betacoronavirus",0,695214036834.558
"197","Rousettus aegyptiacus","Betacoronavirus",1,400878303677.483
"138","Carollia perspicillata","Betacoronavirus",1,170907509615.248
"931","Molossus molossus","Betacoronavirus",0,155335563547.444
"198","Rousettus amplexicaudatus","Betacoronavirus",1,43038700287.2854
"181","Pteronotus davyi","Betacoronavirus",1,16679768914.2275
"150","Epomops franqueti","Betacoronavirus",1,6681329531.29118
"182","Pteronotus parnellii","Betacoronavirus",1,3984089378.27054
"165","Miniopterus schreibersii","Betacoronavirus",1,1290599478.21322
"1016","Tadarida brasiliensis","Betacoronavirus",0,105154470.994777
"134","Artibeus lituratus","Betacoronavirus",1,20662357.8718365
"140","Cynopterus brachyotis","Betacoronavirus",1,2516652.83590358
"142","Cynopterus sphinx","Betacoronavirus",1,2133616.20396852
"853","Anoura geoffroyi","Betacoronavirus",0,736253.280620327
"861","Carollia brevicauda","Betacoronavirus",0,220934.594518128
"863","Chaerephon pumilus","Betacoronavirus",0,219240.413558188
"145","Eidolon dupreanum","Betacoronavirus",1,58348.2380666773
"876","Epomops dobsonii","Betacoronavirus",0,23965.606018051
"857","Artibeus jamaicensis","Betacoronavirus",0,23934.2693079995
"1008","Scotophilus kuhlii","Betacoronavirus",0,9559.22035313961
"890","Glossophaga soricina","Betacoronavirus",0,3091.75255998859
"995","Pteropus vampyrus","Betacoronavirus",0,1467.07576525532
