"","host","virus","presence","suitability"
"753","Homo_sapiens","Betacoronavirus",0,7.83838384960805e+135
"752","Hystrix_africaeaustralis","Betacoronavirus",0,1.34854561720495e+68
"751","Thryonomys_swinderianus","Betacoronavirus",0,2.86695298283563e+67
"750","Thomomys_talpoides","Betacoronavirus",0,2.86428978431151e+67
"749","Glis_glis","Betacoronavirus",0,2.76641085417551e+66
"748","Cuniculus_paca","Betacoronavirus",0,2.53321562278942e+66
"747","Tragulus_javanicus","Betacoronavirus",0,1.72658851564789e+66
"746","Galago_senegalensis","Betacoronavirus",0,9.87608334942969e+65
"745","Megaderma_lyra","Betacoronavirus",0,3.45524233626647e+65
"744","Pedetes_capensis","Betacoronavirus",0,3.11166605271505e+65
"743","Eschrichtius_robustus","Betacoronavirus",0,6.96650848173959e+64
"742","Castor_fiber","Betacoronavirus",0,6.08371174333257e+64
"741","Nycticebus_coucang","Betacoronavirus",0,2.98567433683165e+64
"740","Choeropsis_liberiensis","Betacoronavirus",0,1.77038355603233e+64
"739","Physeter_macrocephalus","Betacoronavirus",0,2.39626336112777e+62
"738","Mephitis_mephitis","Betacoronavirus",0,1.82087147163295e+39
"737","Rattus_rattus","Betacoronavirus",0,5.25594872893397e+33
"736","Mus_musculus","Betacoronavirus",0,6.14964193580605e+31
"735","Hydrochoerus_hydrochaeris","Betacoronavirus",0,1.5193195632785e+26
"734","Pithecia_monachus","Betacoronavirus",0,5.62626563174136e+22
"733","Pithecia_pithecia","Betacoronavirus",0,3.73779950190484e+22
"732","Isoodon_macrourus","Betacoronavirus",0,6942236906829338
"731","Perameles_nasuta","Betacoronavirus",0,6256994322282356
"730","Gerbilliscus_kempi","Betacoronavirus",0,12406220717627.9
"729","Phocoena_spinipinnis","Betacoronavirus",0,983315767288.812
"728","Balaenoptera_acutorostrata","Betacoronavirus",0,580425872541.896
"727","Cervus_timorensis","Betacoronavirus",0,470372336731.684
"725","Phocoena_phocoena","Betacoronavirus",0,137107119915.018
"726","Phocoenoides_dalli","Betacoronavirus",0,137107119915.018
"724","Myodes_glareolus","Betacoronavirus",0,10279563246.1894
"722","Balaenoptera_borealis","Betacoronavirus",0,901335849.04253
"723","Balaenoptera_physalus","Betacoronavirus",0,901335849.04253
"721","Macropus_rufus","Betacoronavirus",0,777907179.315683
"720","Vicugna_vicugna","Betacoronavirus",0,175605024.195851
"719","Cavia_porcellus","Betacoronavirus",0,148473674.703481
"718","Rousettus_leschenaultii","Betacoronavirus",0,0.449386808643125
"717","Sigmodon_hispidus","Betacoronavirus",0,0.00595495119435093
"715","Arctocephalus_australis","Betacoronavirus",0,0.00300986811307098
"716","Zalophus_californianus","Betacoronavirus",0,0.00300986811307098
"714","Procyon_lotor","Betacoronavirus",0,0.00223139767597307
"713","Bassaricyon_gabbii","Betacoronavirus",0,0.00210589604838577
"712","Connochaetes_taurinus","Betacoronavirus",0,0.0012880523410411
"710","Eulemur_albifrons","Betacoronavirus",0,0.000652073739497489
"711","Eulemur_macaco","Betacoronavirus",0,0.000652073739497489
"709","Varecia_variegata","Betacoronavirus",0,0.000178494293762838
"706","Delphinus_delphis","Betacoronavirus",0,0.000134992916878286
"707","Stenella_coeruleoalba","Betacoronavirus",0,0.000134992916878286
"708","Tursiops_truncatus","Betacoronavirus",0,0.000134992916878286
"704","Nasua_narica","Betacoronavirus",0,0.000130261974653413
"705","Potos_flavus","Betacoronavirus",0,0.000130261974653413
